1483.640175	122584709632
1175.867778	93144038400
344.522521	104804292096
1310.438450	114072698880
281.686804	97145782272
332.350321	108093081600
321.450730	111696184320
334.013389	101607496704
327.754670	112846110720
1129.385700	98893670400
313.944153	75700932608
292.027245	72981995520
301.865221	98387702784
304.483426	106943155200
312.699998	108144189440
373.860018	89356947456
492.741379	66235760640
1488.940706	111696184320
344.715456	93144038400
1171.371968	101607496704
353.950126	89356947456
338.698648	104804292096
291.570586	92684067840
1431.135578	90276888576
2044.386867	95121911808
318.289139	82753814528
1088.858255	77275054080
410.160069	112897218560
1226.546335	104566640640
357.679680	101561499648
1571.122765	111696184320
1311.305756	111312875520
327.831309	108144189440
1064.319418	77346605056
308.799491	105793228800
1214.474221	108093081600
390.536834	101561499648
1060.232313	75665157120
329.031596	86515351552
327.171981	76523768832
1517.697036	118825728000
2406.315285	119898992640
324.409218	72409587712
317.998072	114992640000
1273.289941	101607496704
369.479665	101607496704
1191.780153	93098041344
1320.758136	92239429632
336.774882	103769358336
364.565534	103677364224
470.817795	69941079040
378.605094	79028052992
349.174908	100457570304
314.327949	78008451584
439.358510	105793228800
306.990419	88396120064
352.046351	63475937280
1294.124863	99353640960
1226.826224	105793228800
343.784335	120223527424
331.044553	81752100864
325.830435	111696184320
1392.227946	102343449600
361.530049	111619522560
336.008242	74055260160
401.925010	84552810496
317.531754	89924244480
1539.229795	108093081600
314.717248	104617748480
364.403160	112846110720
1169.783726	100526565888
337.751436	86515351552
376.314069	85554524160
333.748396	108333288448
353.209835	77346605056
396.659264	96082739200
1322.666135	99445635072
355.363683	92157657088
384.200430	90317774848
345.485166	86515351552
291.822950	109294115840
366.149089	51721134080
334.557626	85554524160
319.888472	96248839680
1147.486681	86474465280
371.177330	84634583040
382.643776	101561499648
320.685995	72409587712
1480.693148	108144189440
322.966067	86515351552
324.324821	106943155200
820.292448	62739984384
354.650020	70620813312
352.859827	91258159104
1322.796368	97329770496
1405.723224	99445635072
274.267176	79993991168
360.534066	101561499648
358.943788	121544665088
321.021332	78187329024
1044.614008	94109976576
375.825880	93159370752
303.447803	89356947456
391.144445	106736168448
375.461336	130708300800
1597.214670	130708300800
455.690466	115299287040
395.023605	104804292096
358.562515	93144038400
382.782523	108093081600
1013.060333	78992277504
358.909873	98364704256
1892.947316	129471491072
262.185406	64878847488
371.538185	105931219968
397.168021	117665580032
275.728925	80402853888
945.482236	62785981440
333.946878	106815385600
323.321443	109294115840
314.901382	82794700800
339.801408	84552810496
302.112240	88636326912
337.226556	78187329024
376.420531	92157657088
364.054805	103677364224
313.323577	95213905920
392.882299	121202242560
385.282573	109294115840
1096.144079	99445635072
1681.406020	114072698880
369.251393	105793228800
309.917175	88396120064
327.228939	96271838208
