794411.113191	30498272243712
769809.427964	24151041734400
752598.081266	31695560709120
738242.209685	32004785691648
737568.836246	32013906462720
769445.388403	31975572787200
799719.308680	35972519385600
661692.722808	21899367899136
850313.832481	33686135949312
759987.694405	36179058585600
808187.057363	39946884364800
757134.627671	28791322140672
812808.296824	38999668055040
629115.529489	27938111459328
680740.132579	35092166699520
688613.189618	38122179379200
753294.244929	32834775859200
708431.175072	35274582120960
673991.752677	35667667526400
744508.634598	35362815667200
641263.126618	26875872092160
796459.196944	32676153753600
644538.066439	21329914540032
685921.302943	36808259604480
657299.581174	13074779547648
647091.577019	34640203852800
736576.131584	36988692249600
760077.700552	22193215349760
692837.576562	26705793945600
760219.263442	37360958503680
756931.077275	20592784396800
681862.628851	21424691248128
736008.339923	29481152053248
712148.721559	29338039664640
632366.726085	27375355478016
860830.996256	31343728066560
684338.270223	35399166566400
779556.728434	30682273886208
726518.934152	29735299915776
640737.769186	20392854451200
739758.543797	30973609820160
796367.322962	39483685785600
793503.917896	31549936803840
695409.621950	43377594107904
550122.136195	22473579921408
721285.235259	37067011914240
746230.539658	30023992147968
775091.334155	23314475358720
680552.824104	36888451891200
806774.924908	31362057732096
787334.485261	38352842357760
637485.744012	25868621721600
897086.031127	51318018436608
764652.345595	40055386291200
734493.606781	36537610636800
645906.598045	19564053949440
717014.738536	30497743503360
842326.421833	33661549522944
872466.714799	39483685785600
658215.870894	26583082122240
744212.581670	29221760848896
741626.932737	15140303732736
790080.501888	34945331097600
612675.435489	33496031761920
629479.524723	34053081753600
737619.520029	25015234793472
689311.554350	20986894236672
671588.132781	21137386959360
745252.769550	28456805744640
807074.429841	28416709601280
750626.132549	28456805744640
818419.587627	31639822663680
809485.086994	22900537755648
656387.366862	35057963808000
802526.591176	37691586455040
705386.582287	33838556371200
852397.941412	14556750630912
826475.156478	24869170271232
738732.012842	37129359214080
771984.736128	30270825768960
807253.535730	37471167820800
863893.645972	38253262924800
868630.357730	40701440908800
879126.613693	40359411993600
788536.578354	30426187309056
847889.248538	24982981632000
727361.211684	28812515816448
763319.806931	36323470794240
846668.799341	39675354163200
690156.771047	33924201292800
844317.834151	22505700897792
734014.447402	36216070410240
777631.602711	23864695787520
758873.194951	47897927562240
688621.344626	27712163082240
940750.557391	32481401057280
667675.337815	26816300679168
783234.945125	36015644770560
681959.854651	27693040306176
908423.780945	33646524484608
667916.145300	28534134021120
733375.496594	22218198331392
774542.000701	37935963636480
778471.714178	40752001704960
815463.317691	21807069661440
778737.451219	38492297625600
738799.024038	37797004062720
699288.382747	20662181568000
834126.933405	23287840063488
731370.468496	30243595640832
665083.605638	15149468565504
697650.499010	46364580541440
698051.575997	33062795136000
737832.537552	21813844147200
698316.474448	28117706932224
932325.003091	31124631283200
762324.460179	38032734136320
690973.135953	36672549580800
660694.743262	26806739291136
827516.494685	32287529594880
726387.058366	30096782069760
929602.775386	23011705414656
710485.221718	23677521702912
720481.335424	27590332492800
744746.458720	30946776247296
770325.779928	36454334031360
796665.203478	39292017408000
723473.259970	28918396071936
795995.168721	32468623165440
806541.336141	39914939635200
713888.408435	36814703627520
923012.213144	37611724631040
858060.565047	40359411993600
669246.936600	21087420996096
729010.430737	29910489219072
705281.008475	22902917087232
735446.447965	37259671680000
764491.233247	30534050340864
695364.162720	14283127498752
746585.288843	29194927276032
779196.283747	22614951873024
820695.973020	38870346977280
745041.880684	15135412884480
743740.723047	32461077600000
802224.311572	30946776247296
830572.523297	30497743503360
851876.179814	47311422326784
767950.530780	34309961441280
664303.631740	28480599060480
705039.894516	34368122880000
766007.564113	23175879293952
